method,path,file,line,handler,module,guards,public,roles,kind,svcCall,hasFrontendCaller
POST,/api/ai-agents/prepress/tech-card,modules/ai-agents/presentation/ai-agents.controller.ts,116,generateTechCard,ai-agents,"JwtAuthGuard, RolesGuard",false,'DIRECTOR','SUPER_ADMIN','PREPRESS_OPERATOR','PREPRESS_MANAGER',svc,prepress.generateTechCard,true
POST,/api/ai-agents/planning/plan,modules/ai-agents/presentation/ai-agents.controller.ts,125,plan,ai-agents,"JwtAuthGuard, RolesGuard",false,'DIRECTOR','SUPER_ADMIN','PP_PLANNER','PRODUCTION_MANAGER',svc,planner.plan,false
POST,/api/ai-agents/mes/oee,modules/ai-agents/presentation/ai-agents.controller.ts,140,oeeCalc,ai-agents,"JwtAuthGuard, RolesGuard",false,'DIRECTOR','SUPER_ADMIN','MES_OPERATOR','SHIFT_TECHNOLOGIST',svc,mes.calcOee,false
POST,/api/ai-agents/mes/anomaly,modules/ai-agents/presentation/ai-agents.controller.ts,149,detectAnomaly,ai-agents,"JwtAuthGuard, RolesGuard",false,'DIRECTOR','SUPER_ADMIN','MES_OPERATOR','SHIFT_TECHNOLOGIST',svc,mes.detectAnomaly,false
POST,/api/ai-agents/qc/vision-analyze,modules/ai-agents/presentation/ai-agents.controller.ts,158,visionAnalyze,ai-agents,"JwtAuthGuard, RolesGuard",false,'DIRECTOR','SUPER_ADMIN','QC_INSPECTOR','QC_MANAGER',svc,visionQc.analyze,false
POST,/api/ai-agents/logistics/vrp,modules/ai-agents/presentation/ai-agents.controller.ts,167,vrpOptimize,ai-agents,"JwtAuthGuard, RolesGuard",false,'DIRECTOR','SUPER_ADMIN','LOGISTICS_MANAGER','DRIVER',svc,vrp.optimize,false
GET,/api/ai-agents/audit/stats,modules/ai-agents/presentation/ai-agents.controller.ts,175,auditStats,ai-agents,"JwtAuthGuard, RolesGuard",false,'DIRECTOR','SUPER_ADMIN',svc,logSvc.getStats,true
GET,/api/ai-agents/audit/:agent/decisions,modules/ai-agents/presentation/ai-agents.controller.ts,183,recentDecisions,ai-agents,"JwtAuthGuard, RolesGuard",false,'DIRECTOR','SUPER_ADMIN',svc,logSvc.getRecentDecisions,true
GET,/api/ai-agents/audit/hard-block-stats,modules/ai-agents/presentation/ai-agents.controller.ts,199,hardBlockStats,ai-agents,"JwtAuthGuard, RolesGuard",false,'DIRECTOR','SUPER_ADMIN',svc,logSvc.getHardBlockStats,true
GET,/api/ai-agents/list,modules/ai-agents/presentation/ai-agents.controller.ts,208,listAgents,ai-agents,"JwtAuthGuard, RolesGuard",false,'DIRECTOR','SUPER_ADMIN','PRODUCTION_MANAGER','SALES_MANAGER',svc,logSvc.getStats,true
POST,/api/ai-agents/:agentId/trigger,modules/ai-agents/presentation/ai-agents.controller.ts,249,triggerAgent,ai-agents,"JwtAuthGuard, RolesGuard",false,'DIRECTOR','SUPER_ADMIN',stub/dead,,true
POST,/api/aisha/chat,modules/aisha/presentation/controllers/chat.controller.ts,124,chat,aisha,"JwtAuthGuard",false,,svc,logger.log,true
POST,/api/aisha/voice/transcribe,modules/aisha/presentation/controllers/voice.controller.ts,38,transcribe,aisha,"JwtAuthGuard",false,,svc,i18n.t,true
POST,/api/aisha/voice/synthesize,modules/aisha/presentation/controllers/voice.controller.ts,52,synthesize,aisha,"JwtAuthGuard",false,,svc,eleven.synthesizeStream,true
GET,/api/aisha/wake/config,modules/aisha/presentation/controllers/wake-config.controller.ts,40,config,aisha,"JwtAuthGuard",false,,svc,i18n.t,true
PATCH,/api/aisha/wake/sensitivity,modules/aisha/presentation/controllers/wake-config.controller.ts,53,setSensitivity,aisha,"JwtAuthGuard",false,,svc,i18n.t,true
PATCH,/api/auth/change-password,modules/auth/presentation/auth-account.controller.ts,44,changePassword,auth,"",false,,svc,changePasswordHandler.execute,false
POST,/api/auth/verify-otp,modules/auth/presentation/auth-account.controller.ts,60,verifyOtp,auth,"",true,,svc,verifyOtpHandler.execute,true
POST,/api/auth/resend-otp,modules/auth/presentation/auth-account.controller.ts,71,resendOtp,auth,"",true,,svc,resendOtpHandler.execute,true
GET,/api/auth/me,modules/auth/presentation/auth-account.controller.ts,81,me,auth,"",false,,real?,,true
GET,/api/auth/health,modules/auth/presentation/auth-account.controller.ts,88,health,auth,"",true,,real?,,false
POST,/api/auth/login,modules/auth/presentation/auth.controller.ts,84,login,auth,"",true,,svc,loginHandler.execute,true
POST,/api/auth/logout,modules/auth/presentation/auth.controller.ts,115,logout,auth,"",false,,svc,logoutHandler.execute,true
POST,/api/auth/refresh,modules/auth/presentation/auth.controller.ts,147,refresh,auth,"",true,,svc,i18n.t,true
GET,/api/auth/me/permissions,modules/auth/presentation/me-permissions.controller.ts,36,getMyPermissions,auth,"",false,,svc,handler.execute,true
POST,/api/bot/:bot/webhook,modules/bot-gateway/bot-gateway.controller.ts,69,webhook,bot-gateway,"TelegramAuthGuard",false,,literal?,,false
GET,/api/hr-v2/chat/messages/:id/thread,modules/chat/chat-advanced-uploads.controller.ts,48,getThreadMessages,chat,"",false,,svc,chatService.getThreadMessages,true
POST,/api/hr-v2/chat/messages/:id/thread,modules/chat/chat-advanced-uploads.controller.ts,56,sendThreadMessage,chat,"",false,,svc,chatService.sendThreadMessage,true
POST,/api/hr-v2/chat/messages/:id/forward,modules/chat/chat-advanced-uploads.controller.ts,85,forwardMessage,chat,"",false,,svc,chatService.forwardMessage,true
POST,/api/hr-v2/chat/upload/request-url,modules/chat/chat-advanced-uploads.controller.ts,117,requestUploadUrl,chat,"",false,,svc,chatService.getRoomMembers,true
POST,/api/hr-v2/chat/upload/complete,modules/chat/chat-advanced-uploads.controller.ts,146,completeUpload,chat,"",false,,svc,chatService.uploadFileAndSendMessage,true
GET,/api/hr-v2/chat/rooms/:roomId/pinned,modules/chat/chat-advanced.controller.ts,49,getPinnedMessage,chat,"",false,,svc,chatService.assertRoomMember,true
POST,/api/hr-v2/chat/messages/:id/reactions,modules/chat/chat-advanced.controller.ts,69,toggleReaction,chat,"",false,,svc,chatService.toggleReaction,true
PATCH,/api/hr-v2/chat/messages/:id/pin,modules/chat/chat-advanced.controller.ts,93,pinMessage,chat,"",false,,svc,chatService.pinMessage,true
POST,/api/hr-v2/chat/polls,modules/chat/chat-advanced.controller.ts,120,createPoll,chat,"",false,,svc,chatService.createPoll,true
POST,/api/hr-v2/chat/polls/:pollId/vote,modules/chat/chat-advanced.controller.ts,158,votePoll,chat,"",false,,svc,chatService.votePoll,true
GET,/api/chat/notifications,modules/chat/chat-ext.controller.ts,45,getNotifications,chat,"",false,,svc,chatNotifSvc.getNotifications,true
POST,/api/chat/notifications/read-all,modules/chat/chat-ext.controller.ts,55,markAllReadPost,chat,"",false,,svc,chatNotifSvc.markAllRead,true
PATCH,/api/chat/notifications/read-all,modules/chat/chat-ext.controller.ts,66,markAllReadPatch,chat,"",false,,svc,chatNotifSvc.markAllRead,true
PATCH,/api/chat/notifications/:id/read,modules/chat/chat-ext.controller.ts,78,markOneRead,chat,"",false,,svc,chatNotifSvc.markOneRead,true
GET,/api/chat/search,modules/chat/chat-ext.controller.ts,88,searchMessages,chat,"",false,,svc,chatNotifSvc.searchMessages,true
GET,/api/chat/message-tasks,modules/chat/chat-ext.controller.ts,97,getMessageTasks,chat,"",false,,svc,chatNotifSvc.getMessageTasks,true
POST,/api/chat/message-tasks,modules/chat/chat-ext.controller.ts,107,createMessageTask,chat,"",false,,svc,chatNotifSvc.createMessageTask,true
POST,/api/chat/context-room,modules/chat/chat-ext.controller.ts,122,getOrCreateContextRoom,chat,"",false,,svc,chatNotifSvc.getOrCreateContextRoom,true
GET,/api/chat/admin/rooms,modules/chat/chat-ext.controller.ts,133,getAdminRooms,chat,"",false,'admin','director',svc,chatAdminSvc.getAdminRooms,true
GET,/api/chat/admin/rooms/:roomId/members,modules/chat/chat-ext.controller.ts,144,getAdminRoomMembers,chat,"",false,'admin','director',svc,chatAdminSvc.getRoomMembers,true
POST,/api/chat/admin/rooms/:roomId/archive,modules/chat/chat-ext.controller.ts,156,archiveRoom,chat,"",false,'admin','director',svc,chatAdminSvc.archiveRoom,true
DELETE,/api/chat/admin/rooms/:roomId/members/:userId,modules/chat/chat-ext.controller.ts,169,removeRoomMember,chat,"",false,'admin','director',svc,chatAdminSvc.removeMember,true
PATCH,/api/chat/admin/rooms/:roomId/members/:userId/role,modules/chat/chat-ext.controller.ts,182,updateMemberRole,chat,"",false,'admin','director',svc,chatAdminSvc.updateMemberRole,true
GET,/api/chat/admin/audit-logs,modules/chat/chat-ext.controller.ts,194,getAdminAuditLogs,chat,"",false,'admin','director',svc,chatAdminSvc.getAuditLogs,true
PATCH,/api/chat/admin/rooms/:roomId/archive,modules/chat/chat-ext.controller.ts,204,archiveRoomPatch,chat,"",false,'admin','director',svc,chatAdminSvc.archiveRoom,true
DELETE,/api/chat/messages/:id/pin,modules/chat/chat-ext.controller.ts,215,unpinMessage,chat,"",false,,svc,chatService.pinMessage,true
POST,/api/chat/messages/:id/pin,modules/chat/chat-ext.controller.ts,228,pinMessage,chat,"",false,,svc,chatService.pinMessage,true
POST,/api/chat/messages/:id/star,modules/chat/chat-ext.controller.ts,243,starMessage,chat,"",false,,svc,chatMessageSvc.starMessage,true
GET,/api/chat/admin/rooms/:roomId/members/:userId,modules/chat/chat-ext.controller.ts,257,getAdminRoomMember,chat,"",false,'admin','director',svc,chatAdminSvc.getRoomMembers,true
PATCH,/api/chat/rooms/:roomId/messages/:msgId,modules/chat/chat-reactions.controller.ts,48,editMessage,chat,"",false,,svc,chatService.editMessage,true
DELETE,/api/chat/rooms/:roomId/messages/:msgId,modules/chat/chat-reactions.controller.ts,62,deleteMessage,chat,"",false,,svc,chatService.deleteMessage,true
POST,/api/chat/rooms/:roomId/messages/:msgId/reactions,modules/chat/chat-reactions.controller.ts,75,toggleReaction,chat,"",false,,svc,chatService.assertRoomMember,true
DELETE,/api/chat/rooms/:roomId/messages/:msgId/reactions/:emoji,modules/chat/chat-reactions.controller.ts,92,removeReaction,chat,"",false,,svc,chatService.removeReaction,true
POST,/api/chat/rooms/:roomId/polls,modules/chat/chat-reactions.controller.ts,108,createPoll,chat,"",false,,svc,chatService.assertRoomMember,true
POST,/api/chat/polls/:pollId/vote,modules/chat/chat-reactions.controller.ts,126,votePoll,chat,"",false,,svc,chatService.votePoll,true
POST,/api/chat/push/subscribe,modules/chat/chat-uploads.controller.ts,80,registerPush,chat,"",false,,svc,pushService.register,true
DELETE,/api/chat/push/unsubscribe,modules/chat/chat-uploads.controller.ts,102,unregisterPush,chat,"",false,,svc,pushService.unregister,true
POST,/api/chat/upload/request-url,modules/chat/chat-uploads.controller.ts,113,requestUploadUrl,chat,"",false,,svc,uploadService.requestUrl,true
POST,/api/chat/upload/complete,modules/chat/chat-uploads.controller.ts,141,completeUpload,chat,"",false,,svc,chatService.sendMessage,true
POST,/api/chat/video/token,modules/chat/chat-uploads.controller.ts,165,getVideoToken,chat,"",false,,svc,videoToken.generate,true
GET,/api/chat,modules/chat/chat.controller.ts,55,getChatInfo,chat,"",false,,svc,chatService.getRoomsForUser,true
GET,/api/chat/rooms,modules/chat/chat.controller.ts,64,getRooms,chat,"",false,,svc,chatService.getOrCreateDepartmentRooms,true
POST,/api/chat/rooms/direct,modules/chat/chat.controller.ts,73,startDirect,chat,"",false,,svc,chatService.getOrCreateDirectRoom,true
POST,/api/chat/rooms/group,modules/chat/chat.controller.ts,85,createGroup,chat,"",false,,svc,chatService.createGroupRoom,true
GET,/api/chat/rooms/:roomId/messages,modules/chat/chat.controller.ts,96,getMessages,chat,"",false,,svc,chatService.getMessages,true
POST,/api/chat/rooms/:roomId/messages,modules/chat/chat.controller.ts,109,sendMessage,chat,"",false,,svc,chatService.sendMessage,true
POST,/api/chat/rooms/:roomId/read,modules/chat/chat.controller.ts,127,markRead,chat,"",false,,svc,chatService.markRoomAsRead,true
GET,/api/chat/rooms/:roomId/members,modules/chat/chat.controller.ts,138,getMembers,chat,"",false,,svc,chatService.assertRoomMember,true
GET,/api/chat/employees,modules/chat/chat.controller.ts,149,getEmployees,chat,"",false,,svc,chatService.getAllEmployees,true
GET,/api/chat/birthdays/today,modules/chat/chat.controller.ts,156,getTodayBirthdays,chat,"",false,,svc,chatService.getTodayBirthdays,true
GET,/api/chat/unread,modules/chat/chat.controller.ts,163,getUnreadCount,chat,"",false,,svc,chatService.getTotalUnreadCount,true
GET,/api/chat/rooms/:roomId,modules/chat/chat.controller.ts,171,getRoomById,chat,"",false,,svc,chatService.getRoomsForUser,true
GET,/api/chat/rooms/:roomId/pinned-messages,modules/chat/chat.controller.ts,183,getPinnedMessages,chat,"",false,,svc,chatService.assertRoomMember,true
GET,/api/chat/rooms/:roomId/mute,modules/chat/chat.controller.ts,195,getMuteStatus,chat,"",false,,svc,chatService.getRoomMembers,true
PATCH,/api/chat/rooms/:roomId,modules/chat/chat.controller.ts,208,updateRoom,chat,"",false,,svc,chatService.assertRoomMember,true
POST,/api/chat/rooms/:roomId/mute,modules/chat/chat.controller.ts,233,muteRoom,chat,"",false,,svc,chatService.assertRoomMember,true
POST,/api/validate/stir,modules/common/presentation/validate.controller.ts,31,validateStir,common,"JwtAuthGuard, PermissionGuard",false,,real?,,true
POST,/api/validate/luhn,modules/common/presentation/validate.controller.ts,39,validateLuhn,common,"JwtAuthGuard, PermissionGuard",false,,real?,,true
POST,/api/cc/ai/start,modules/communication-center/presentation/cc-ai.controller.ts,49,start,communication-center,"JwtAuthGuard, RolesGuard",false,,svc,ai.start,true
POST,/api/cc/ai/sessions/:id/answer,modules/communication-center/presentation/cc-ai.controller.ts,65,answer,communication-center,"JwtAuthGuard, RolesGuard",false,,svc,ai.answer,true
POST,/api/cc/ai/sessions/:id/finalize,modules/communication-center/presentation/cc-ai.controller.ts,77,finalize,communication-center,"JwtAuthGuard, RolesGuard",false,,svc,ai.finalize,true
GET,/api/cc/ai/sessions/:id,modules/communication-center/presentation/cc-ai.controller.ts,92,state,communication-center,"JwtAuthGuard, RolesGuard",false,,svc,ai.getSessionState,true
GET,/api/cc/baskets/stats/kpi,modules/communication-center/presentation/cc-baskets.controller.ts,54,kpi,communication-center,"JwtAuthGuard, RolesGuard",false,,svc,stats.getKpi,false
GET,/api/cc/baskets/inbox,modules/communication-center/presentation/cc-baskets.controller.ts,61,inbox,communication-center,"JwtAuthGuard, RolesGuard",false,,svc,svc.listBasket,true
GET,/api/cc/baskets/pending,modules/communication-center/presentation/cc-baskets.controller.ts,68,pending,communication-center,"JwtAuthGuard, RolesGuard",false,,svc,svc.listBasket,true
GET,/api/cc/baskets/outbox,modules/communication-center/presentation/cc-baskets.controller.ts,75,outbox,communication-center,"JwtAuthGuard, RolesGuard",false,,svc,svc.listBasket,true
GET,/api/cc/baskets/summary,modules/communication-center/presentation/cc-baskets.controller.ts,82,summary,communication-center,"JwtAuthGuard, RolesGuard",false,,svc,svc.summary,true
GET,/api/cc/baskets/:id,modules/communication-center/presentation/cc-baskets.controller.ts,90,getOne,communication-center,"JwtAuthGuard, RolesGuard",false,,svc,svc.getOne,true
POST,/api/cc/baskets/:id/move,modules/communication-center/presentation/cc-baskets.controller.ts,106,move,communication-center,"JwtAuthGuard, RolesGuard",false,,svc,i18n.t,true
GET,/api/cc/documents/:id/pdf,modules/communication-center/presentation/cc-documents.controller.ts,88,downloadPdf,communication-center,"JwtAuthGuard, RolesGuard",false,,svc,pdfSvc.generate,true
GET,/api/cc/templates,modules/communication-center/presentation/cc-documents.controller.ts,100,listTemplates,communication-center,"JwtAuthGuard, RolesGuard",false,,real?,,true
GET,/api/cc/documents/:id/rejection-reasons,modules/communication-center/presentation/cc-documents.controller.ts,121,listRejectionReasons,communication-center,"JwtAuthGuard, RolesGuard",false,,svc,pin.setPin,true
POST,/api/cc/pin,modules/communication-center/presentation/cc-documents.controller.ts,140,setPin,communication-center,"JwtAuthGuard, RolesGuard",false,,svc,pin.setPin,false
GET,/api/cc/pin/status,modules/communication-center/presentation/cc-documents.controller.ts,151,pinStatus,communication-center,"JwtAuthGuard, RolesGuard",false,,svc,pin.hasPin,false
POST,/api/cc/documents/draft,modules/communication-center/presentation/cc-documents.controller.ts,160,draft,communication-center,"JwtAuthGuard, RolesGuard",false,,svc,wf.createDraft,false
GET,/api/cc/documents/:id,modules/communication-center/presentation/cc-documents.controller.ts,171,getOne,communication-center,"JwtAuthGuard, RolesGuard",false,,svc,baskets.getOne,true
POST,/api/cc/documents/:id/send,modules/communication-center/presentation/cc-documents.controller.ts,179,send,communication-center,"JwtAuthGuard, RolesGuard",false,,svc,wf.sendDocument,true
POST,/api/cc/documents/:id/approve,modules/communication-center/presentation/cc-documents.controller.ts,191,approve,communication-center,"JwtAuthGuard, RolesGuard",false,,svc,wf.approve,true
POST,/api/cc/documents/:id/reject,modules/communication-center/presentation/cc-documents.controller.ts,203,reject,communication-center,"JwtAuthGuard, RolesGuard",false,,svc,wf.reject,true
POST,/api/cc/documents/:id/resubmit,modules/communication-center/presentation/cc-documents.controller.ts,215,resubmit,communication-center,"JwtAuthGuard, RolesGuard",false,,svc,wf.resubmit,true
POST,/api/cc/documents/:id/cancel,modules/communication-center/presentation/cc-documents.controller.ts,227,cancel,communication-center,"JwtAuthGuard, RolesGuard",false,,svc,wf.cancel,true
POST,/api/cc/documents/:id/complaint,modules/communication-center/presentation/cc-documents.controller.ts,239,complaint,communication-center,"JwtAuthGuard, RolesGuard",false,,svc,wf.createComplaint,true
POST,/api/cc/documents/:id/print,modules/communication-center/presentation/cc-documents.controller.ts,251,print,communication-center,"JwtAuthGuard, RolesGuard",false,,svc,wf.logPrint,true
POST,/api/cc/notification-prefs,modules/communication-center/presentation/cc-notification-prefs.controller.ts,37,create,communication-center,"JwtAuthGuard, RolesGuard",false,,svc,repo.upsert,false
GET,/api/cc/notification-prefs,modules/communication-center/presentation/cc-notification-prefs.controller.ts,49,get,communication-center,"JwtAuthGuard, RolesGuard",false,,svc,repo.getOrDefault,false
