method,path,file,line,handler,module,guards,public,roles,kind,svcCall,hasFrontendCaller
GET,/api/crm/supervisor/dashboard,modules/compatibility/crm-extended.controller.ts,72,getSupervisorDashboard,compatibility,"JwtAuthGuard",false,,svc,svc.getSupervisorDashboard,false
GET,/api/crm/ai/supervisor-dashboard,modules/compatibility/crm-extended.controller.ts,77,getSupervisorDashboardAi,compatibility,"JwtAuthGuard",false,,svc,svc.getSupervisorDashboard,true
GET,/api/crm/ai/nba/:entityType/:entityId,modules/compatibility/crm-extended.controller.ts,82,getNextBestAction,compatibility,"JwtAuthGuard",false,,svc,svc.getNextBestAction,true
GET,/api/crm/ai/extended/insights,modules/compatibility/crm-extended.controller.ts,89,getExtendedInsights,compatibility,"JwtAuthGuard",false,,svc,svc.getExtendedInsights,false
POST,/api/crm/ai/create-task,modules/compatibility/crm-extended.controller.ts,96,createTask,compatibility,"JwtAuthGuard",false,,svc,svc.createTask,false
POST,/api/crm/chat,modules/compatibility/crm-extended.controller.ts,102,processChat,compatibility,"JwtAuthGuard",false,,svc,svc.processChat,false
POST,/api/crm/auto-tasks,modules/compatibility/crm-extended.controller.ts,108,runAutoTasks,compatibility,"JwtAuthGuard",false,,svc,svc.runAutoTasks,false
POST,/api/crm/ai/churn,modules/compatibility/crm-extended.controller.ts,114,churnAnalysis,compatibility,"JwtAuthGuard",false,,svc,svc.churnAnalysis,false
POST,/api/crm/ai/voice,modules/compatibility/crm-extended.controller.ts,120,processVoice,compatibility,"JwtAuthGuard",false,,svc,svc.processVoice,false
GET,/api/marketing/segments,modules/compatibility/crm-extended.controller.ts,138,getMarketingSegments,compatibility,"JwtAuthGuard",false,,svc,svc.getMarketingSegments,true
GET,/api/discipline-records,modules/compatibility/discipline-records-compat.controller.ts,35,getDisciplineRecords,compatibility,"RolesGuard",false,,stub/dead,svc.getDisciplineRecords,true
GET,/api/discipline-records/v2,modules/compatibility/discipline-records-compat.controller.ts,48,getDisciplineRecordsV2,compatibility,"RolesGuard",false,,stub/dead,svc.getDisciplineRecords,true
POST,/api/discipline-records,modules/compatibility/discipline-records-compat.controller.ts,64,createDisciplineRecord,compatibility,"RolesGuard",false,,svc,svc.createDisciplineRecord,true
GET,/api/discipline-records/:id,modules/compatibility/discipline-records-compat.controller.ts,70,getDisciplineRecord,compatibility,"RolesGuard",false,,svc,svc.getDisciplineRecord,true
PUT,/api/discipline-records/:id,modules/compatibility/discipline-records-compat.controller.ts,75,updateDisciplineRecord,compatibility,"RolesGuard",false,,svc,svc.updateDisciplineRecord,true
DELETE,/api/discipline-records/:id,modules/compatibility/discipline-records-compat.controller.ts,80,deleteDisciplineRecord,compatibility,"RolesGuard",false,,svc,svc.deleteDisciplineRecord,true
GET,/api/hr-v2/workflow/routes,modules/compatibility/document-workflow-v2.controller.ts,48,listRoutes,compatibility,"",false,,stub/dead,svc.listRoutes,true
GET,/api/hr-v2/workflow/routes/v2,modules/compatibility/document-workflow-v2.controller.ts,57,listRoutesV2,compatibility,"",false,,stub/dead,svc.listRoutes,true
POST,/api/hr-v2/workflow/initiate,modules/compatibility/document-workflow-v2.controller.ts,73,initiate,compatibility,"",false,,svc,i18n.t,true
POST,/api/hr-v2/workflow/:instanceId/approve,modules/compatibility/document-workflow-v2.controller.ts,103,approve,compatibility,"",false,,svc,svc.approveStep,true
POST,/api/hr-v2/workflow/:instanceId/reject,modules/compatibility/document-workflow-v2.controller.ts,116,reject,compatibility,"",false,,svc,i18n.t,true
GET,/api/hr-v2/workflow/employee/:employeeId/documents,modules/compatibility/document-workflow-v2.controller.ts,131,getEmployeeDocuments,compatibility,"",false,,svc,svc.getEmployeeDocuments,true
GET,/api/hr-v2/workflow/pending,modules/compatibility/document-workflow-v2.controller.ts,140,getPending,compatibility,"",false,,svc,svc.getPendingApprovals,true
GET,/api/employee-files,modules/compatibility/employee-files-compat.controller.ts,49,listFiles,compatibility,"RolesGuard",false,,stub/dead,svc.listFiles,true
GET,/api/employee-files/v2,modules/compatibility/employee-files-compat.controller.ts,62,listFilesV2,compatibility,"RolesGuard",false,,stub/dead,svc.listFiles,true
POST,/api/employee-files,modules/compatibility/employee-files-compat.controller.ts,75,createFile,compatibility,"RolesGuard",false,,svc,svc.createFile,true
GET,/api/employee-files/:id,modules/compatibility/employee-files-compat.controller.ts,83,getFile,compatibility,"RolesGuard",false,,svc,svc.getFile,true
PATCH,/api/employee-files/:id,modules/compatibility/employee-files-compat.controller.ts,88,updateFile,compatibility,"RolesGuard",false,,svc,svc.updateFile,true
DELETE,/api/employee-files/:id,modules/compatibility/employee-files-compat.controller.ts,93,deleteFile,compatibility,"RolesGuard",false,,svc,svc.deleteFile,true
GET,/api/employee-kpi,modules/compatibility/employee-kpi-compat.controller.ts,42,getKpis,compatibility,"RolesGuard",false,,stub/dead,svc.getKpis,true
GET,/api/employee-kpi/v2,modules/compatibility/employee-kpi-compat.controller.ts,56,getKpisV2,compatibility,"RolesGuard",false,,stub/dead,svc.getKpis,true
POST,/api/employee-kpi,modules/compatibility/employee-kpi-compat.controller.ts,70,createKpi,compatibility,"RolesGuard",false,,svc,svc.createKpi,true
GET,/api/employee-kpi/top-performers,modules/compatibility/employee-kpi-compat.controller.ts,76,getTopPerformers,compatibility,"RolesGuard",false,,svc,svc.getTopPerformers,true
GET,/api/employee-kpi/department-summary,modules/compatibility/employee-kpi-compat.controller.ts,84,getDepartmentSummary,compatibility,"RolesGuard",false,,svc,svc.getDepartmentSummary,true
GET,/api/employee-kpi/zone-history/:employeeId,modules/compatibility/employee-kpi-compat.controller.ts,89,getZoneHistory,compatibility,"RolesGuard",false,,svc,svc.getZoneHistory,true
GET,/api/employee-kpi/employee-zone-history,modules/compatibility/employee-kpi-compat.controller.ts,98,getZoneHistoryLegacy,compatibility,"RolesGuard",false,,svc,svc.getZoneHistory,true
GET,/api/employee-kpi/daily-attendance,modules/compatibility/employee-kpi-compat.controller.ts,107,getDailyAttendance,compatibility,"RolesGuard",false,,svc,svc.getDailyAttendance,true
POST,/api/employee-kpi/attendance,modules/compatibility/employee-kpi-compat.controller.ts,115,recordAttendance,compatibility,"RolesGuard",false,,svc,svc.recordAttendance,true
GET,/api/employee-kpi/:id,modules/compatibility/employee-kpi-compat.controller.ts,121,getKpi,compatibility,"RolesGuard",false,,svc,svc.getKpi,true
PUT,/api/employee-kpi/:id,modules/compatibility/employee-kpi-compat.controller.ts,126,updateKpi,compatibility,"RolesGuard",false,,svc,svc.updateKpi,true
DELETE,/api/employee-kpi/:id,modules/compatibility/employee-kpi-compat.controller.ts,131,deleteKpi,compatibility,"RolesGuard",false,,svc,svc.deleteKpi,true
GET,/api/employee-zone-history,modules/compatibility/employee-kpi-compat.controller.ts,145,getZoneHistory,compatibility,"RolesGuard",false,,svc,svc.getZoneHistory,true
GET,/api/employee-zone-history/:employeeId,modules/compatibility/employee-kpi-compat.controller.ts,154,getZoneHistoryByParam,compatibility,"RolesGuard",false,,svc,svc.getZoneHistory,true
GET,/api/daily-attendance,modules/compatibility/employee-kpi-compat.controller.ts,172,getDailyAttendance,compatibility,"RolesGuard",false,,svc,svc.getDailyAttendance,true
POST,/api/daily-attendance,modules/compatibility/employee-kpi-compat.controller.ts,180,recordAttendance,compatibility,"RolesGuard",false,,svc,svc.recordAttendance,true
GET,/api/employees/:id/assets,modules/compatibility/employees-compat-sub.controller.ts,60,getAssets,compatibility,"RolesGuard",false,,svc,subSvc.getAssets,true
POST,/api/employees/:id/assets,modules/compatibility/employees-compat-sub.controller.ts,63,assignAsset,compatibility,"RolesGuard",false,,svc,subSvc.assignAsset,true
DELETE,/api/employees/:id/assets/:assetId,modules/compatibility/employees-compat-sub.controller.ts,66,returnAsset,compatibility,"RolesGuard",false,,svc,subSvc.returnAsset,true
GET,/api/employees/:id/swap-requests,modules/compatibility/employees-compat-sub.controller.ts,70,getSwapRequests,compatibility,"RolesGuard",false,,svc,subSvc.getSwapRequests,true
GET,/api/employees/:id/complaints,modules/compatibility/employees-compat-sub.controller.ts,74,getComplaints,compatibility,"RolesGuard",false,,stub/dead,subSvc.getComplaints,true
POST,/api/employees/:id/complaints,modules/compatibility/employees-compat-sub.controller.ts,77,createComplaint,compatibility,"RolesGuard",false,,stub/dead,subSvc.createComplaint,true
GET,/api/employees/:id/assessment-skips,modules/compatibility/employees-compat-sub.controller.ts,81,getAssessmentSkips,compatibility,"RolesGuard",false,,stub/dead,subSvc.getAssessmentSkips,true
GET,/api/employees/:id/bank-accounts,modules/compatibility/employees-compat-sub.controller.ts,85,getBankAccounts,compatibility,"RolesGuard",false,,stub/dead,financials.getBankAccounts,true
GET,/api/employees/:id/bank-accounts/v2,modules/compatibility/employees-compat-sub.controller.ts,93,getBankAccountsV2,compatibility,"RolesGuard",false,,stub/dead,financials.getBankAccounts,true
POST,/api/employees/:id/bank-accounts,modules/compatibility/employees-compat-sub.controller.ts,104,createBankAccount,compatibility,"RolesGuard",false,,svc,financials.createBankAccount,true
GET,/api/employees/:id/bonuses,modules/compatibility/employees-compat-sub.controller.ts,108,getBonuses,compatibility,"RolesGuard",false,,svc,financials.getBonuses,true
POST,/api/employees/:id/bonuses,modules/compatibility/employees-compat-sub.controller.ts,111,createBonus,compatibility,"RolesGuard",false,,svc,financials.createBonus,true
GET,/api/employees/:id/business-trips,modules/compatibility/employees-compat-sub.controller.ts,115,getBusinessTrips,compatibility,"RolesGuard",false,,svc,financials.getBusinessTrips,true
POST,/api/employees/:id/business-trips,modules/compatibility/employees-compat-sub.controller.ts,118,createBusinessTrip,compatibility,"RolesGuard",false,,svc,financials.createBusinessTrip,true
GET,/api/employees/:id/capital-profile,modules/compatibility/employees-compat-sub.controller.ts,122,getCapitalProfile,compatibility,"RolesGuard",false,,svc,profile.getCapitalProfile,true
POST,/api/employees/:id/capital-profile,modules/compatibility/employees-compat-sub.controller.ts,125,createCapitalProfile,compatibility,"RolesGuard",false,,svc,profile.createCapitalProfile,true
GET,/api/employees/:id/career,modules/compatibility/employees-compat-sub.controller.ts,129,getCareer,compatibility,"RolesGuard",false,,svc,profile.getCareer,true
POST,/api/employees/:id/career,modules/compatibility/employees-compat-sub.controller.ts,135,createCareer,compatibility,"RolesGuard",false,,svc,profile.createCareer,true
GET,/api/employees/:id/cash-advances,modules/compatibility/employees-compat-sub.controller.ts,139,getCashAdvances,compatibility,"RolesGuard",false,,svc,financials.getCashAdvances,true
POST,/api/employees/:id/cash-advances,modules/compatibility/employees-compat-sub.controller.ts,142,createCashAdvance,compatibility,"RolesGuard",false,,svc,financials.createCashAdvance,true
GET,/api/employees/:id/contracts,modules/compatibility/employees-compat-sub.controller.ts,146,getContracts,compatibility,"RolesGuard",false,,svc,profile.getContracts,true
POST,/api/employees/:id/contracts,modules/compatibility/employees-compat-sub.controller.ts,149,createContract,compatibility,"RolesGuard",false,,svc,profile.createContract,true
GET,/api/employees/:id/corporate-inventory,modules/compatibility/employees-compat-sub.controller.ts,153,getCorporateInventory,compatibility,"RolesGuard",false,,svc,profile.getCorporateInventory,true
POST,/api/employees/:id/corporate-inventory,modules/compatibility/employees-compat-sub.controller.ts,156,createCorporateInventory,compatibility,"RolesGuard",false,,svc,profile.createCorporateInventory,true
PATCH,/api/employees/:id/corporate-inventory/:itemId/return,modules/compatibility/employees-compat-sub.controller.ts,159,corporateInventoryReturn,compatibility,"RolesGuard",false,,svc,profile.patchCorporateInventoryReturn,true
PATCH,/api/employees/:id/corporate-inventory/:itemId/sign,modules/compatibility/employees-compat-sub.controller.ts,162,corporateInventorySign,compatibility,"RolesGuard",false,,svc,profile.patchCorporateInventorySign,true
GET,/api/employees/:id/emergency-contacts,modules/compatibility/employees-compat-sub.controller.ts,166,getEmergencyContacts,compatibility,"RolesGuard",false,,svc,profile.getEmergencyContacts,true
POST,/api/employees/:id/emergency-contacts,modules/compatibility/employees-compat-sub.controller.ts,169,createEmergencyContact,compatibility,"RolesGuard",false,,svc,profile.createEmergencyContact,true
GET,/api/employees/:id/files,modules/compatibility/employees-compat-sub.controller.ts,173,getFiles,compatibility,"RolesGuard",false,,svc,profile.getFiles,true
POST,/api/employees/:id/files,modules/compatibility/employees-compat-sub.controller.ts,176,createFile,compatibility,"RolesGuard",false,,real?,,true
DELETE,/api/employees/:id/files/:fileId,modules/compatibility/employees-compat-sub.controller.ts,201,deleteFile,compatibility,"RolesGuard",false,,svc,financials.deleteEmployeeFile,true
PATCH,/api/employees/:id/status,modules/compatibility/employees-compat-sub.controller.ts,205,updateStatus,compatibility,"RolesGuard",false,,svc,svc.updateEmployee,true
GET,/api/employees/:id/assessments,modules/compatibility/employees-compat-sub.controller.ts,209,getAssessments,compatibility,"RolesGuard",false,,svc,financials.getAllAssessments,true
POST,/api/employees/:id/assessments,modules/compatibility/employees-compat-sub.controller.ts,212,createAssessment,compatibility,"RolesGuard",false,,svc,financials.createAssessment,true
GET,/api/employees/:id/fines,modules/compatibility/employees-compat-sub.controller.ts,216,getFines,compatibility,"RolesGuard",false,,svc,financials.getFines,true
POST,/api/employees/:id/fines,modules/compatibility/employees-compat-sub.controller.ts,219,createFine,compatibility,"RolesGuard",false,,svc,financials.createFine,true
GET,/api/employees/:id/leave-requests,modules/compatibility/employees-compat-sub.controller.ts,223,getLeaveRequests,compatibility,"RolesGuard",false,,svc,profile.getLeaveRequests,true
POST,/api/employees/:id/leave-requests,modules/compatibility/employees-compat-sub.controller.ts,226,createLeaveRequest,compatibility,"RolesGuard",false,,svc,profile.createLeaveRequest,true
GET,/api/employees/:id/overtime,modules/compatibility/employees-compat-sub.controller.ts,230,getOvertime,compatibility,"RolesGuard",false,,svc,financials.getOvertime,true
POST,/api/employees/:id/overtime,modules/compatibility/employees-compat-sub.controller.ts,233,createOvertime,compatibility,"RolesGuard",false,,svc,financials.createOvertime,true
GET,/api/employees/:id/passport,modules/compatibility/employees-compat-sub.controller.ts,244,getPassport,compatibility,"RolesGuard",false,,svc,profile.getPassport,true
POST,/api/employees/:id/passport,modules/compatibility/employees-compat-sub.controller.ts,250,createPassport,compatibility,"RolesGuard",false,,svc,profile.createPassport,true
GET,/api/employees/:id/salary-history,modules/compatibility/employees-compat-sub.controller.ts,254,getSalaryHistory,compatibility,"RolesGuard",false,,svc,profile.getSalaryHistory,true
POST,/api/employees/:id/salary-history,modules/compatibility/employees-compat-sub.controller.ts,257,createSalaryHistory,compatibility,"RolesGuard",false,,svc,profile.createSalaryHistory,true
GET,/api/employees/:id/sick-leaves,modules/compatibility/employees-compat-sub.controller.ts,261,getSickLeaves,compatibility,"RolesGuard",false,,svc,profile.getSickLeaves,true
POST,/api/employees/:id/sick-leaves,modules/compatibility/employees-compat-sub.controller.ts,264,createSickLeave,compatibility,"RolesGuard",false,,svc,profile.createSickLeave,true
GET,/api/employees/:id/monthly-report,modules/compatibility/employees-compat-sub.controller.ts,268,getMonthlyReport,compatibility,"RolesGuard",false,,svc,profile.getMonthlyReport,true
GET,/api/employees/:id/org-structure,modules/compatibility/employees-compat-sub.controller.ts,271,getOrgStructure,compatibility,"RolesGuard",false,,svc,profile.getOrgStructure,true
GET,/api/employees/:id/payroll-summary,modules/compatibility/employees-compat-sub.controller.ts,282,getPayrollSummary,compatibility,"RolesGuard",false,,svc,profile.getPayrollSummary,true
POST,/api/employees/:id/set-password,modules/compatibility/employees-compat-sub.controller.ts,288,setPassword,compatibility,"RolesGuard",false,,svc,financials.setPassword,true
GET,/api/employees,modules/compatibility/employees-compat.controller.ts,50,listEmployees,compatibility,"RolesGuard",false,,svc,extendedSvc.listExtended,true
GET,/api/employees/v2,modules/compatibility/employees-compat.controller.ts,71,listEmployeesV2,compatibility,"RolesGuard",false,,stub/dead,extendedSvc.listExtended,true
POST,/api/employees,modules/compatibility/employees-compat.controller.ts,92,createEmployee,compatibility,"RolesGuard",false,,svc,svc.createEmployee,true
POST,/api/employees/import,modules/compatibility/employees-compat.controller.ts,98,importEmployees,compatibility,"RolesGuard",false,,svc,subSvc.importEmployees,true
GET,/api/employees/for-face,modules/compatibility/employees-compat.controller.ts,104,getEmployeesForFace,compatibility,"RolesGuard",false,,svc,svc.getEmployeesForFace,true
GET,/api/employees/:id,modules/compatibility/employees-compat.controller.ts,109,getEmployee,compatibility,"RolesGuard",false,,svc,extendedSvc.getById,true
PUT,/api/employees/:id,modules/compatibility/employees-compat.controller.ts,116,updateEmployee,compatibility,"RolesGuard",false,,svc,svc.updateEmployee,true
DELETE,/api/employees/:id,modules/compatibility/employees-compat.controller.ts,121,deleteEmployee,compatibility,"RolesGuard",false,,svc,svc.deleteEmployee,true
PATCH,/api/employees/:id/profile-image,modules/compatibility/employees-compat.controller.ts,126,updateProfileImage,compatibility,"RolesGuard",false,,svc,svc.updateProfileImage,true
PUT,/api/employees/:id/profile-image,modules/compatibility/employees-compat.controller.ts,135,updateProfileImagePut,compatibility,"RolesGuard",false,,svc,svc.updateProfileImage,true
PATCH,/api/employees/:id/org-functions,modules/compatibility/employees-compat.controller.ts,144,assignOrgFunctions,compatibility,"RolesGuard",false,,svc,svc.assignOrgFunctions,true
POST,/api/employees/:id/assign-org-functions,modules/compatibility/employees-compat.controller.ts,152,assignOrgFunctionsLegacy,compatibility,"RolesGuard",false,,svc,svc.assignOrgFunctions,true
GET,/api/employees/:id/org-departments,modules/compatibility/employees-compat.controller.ts,167,getOrgDepartments,compatibility,"RolesGuard",false,,svc,svc.getEmployeeOrgDepartments,true
GET,/api/employees/extra/:id,modules/compatibility/employees-extra.controller.ts,71,getEmployeeExtra,compatibility,"JwtAuthGuard, RolesGuard",false,,stub/dead,svc.getEmployee,true
PATCH,/api/employees/:id,modules/compatibility/employees-extra.controller.ts,86,patchEmployee,compatibility,"JwtAuthGuard, RolesGuard",false,,svc,svc.updateEmployee,true
POST,/api/employees/:id/profile-image,modules/compatibility/employees-extra.controller.ts,96,uploadProfileImage,compatibility,"JwtAuthGuard, RolesGuard",false,,svc,svc.updateProfileImage,true
POST,/api/employees/:id/corporate-inventory/:itemId/sign,modules/compatibility/employees-extra.controller.ts,107,signCorporateInventory,compatibility,"JwtAuthGuard, RolesGuard",false,,real?,,true
POST,/api/employees/:id/corporate-inventory/:itemId/return,modules/compatibility/employees-extra.controller.ts,113,returnCorporateInventory,compatibility,"JwtAuthGuard, RolesGuard",false,,real?,,true
GET,/api/europrint-control/director-kpis,modules/compatibility/europrint-control-director.controller.ts,39,getDirectorKpis,compatibility,"JwtAuthGuard, RolesGuard",false,,stub/dead,svc.getDirectorKpis,true
GET,/api/europrint-control/director-kpis/v2,modules/compatibility/europrint-control-director.controller.ts,49,getDirectorKpisV2,compatibility,"JwtAuthGuard, RolesGuard",false,,stub/dead,svc.getDirectorKpis,true
GET,/api/europrint-control/director-summary,modules/compatibility/europrint-control-director.controller.ts,59,getDirectorSummary,compatibility,"JwtAuthGuard, RolesGuard",false,,svc,svc.getDirectorSummary,true
GET,/api/europrint-control/status-history,modules/compatibility/europrint-control-director.controller.ts,65,getStatusHistory,compatibility,"JwtAuthGuard, RolesGuard",false,,svc,svc.getStatusHistory,true
GET,/api/europrint-control/deleted-records,modules/compatibility/europrint-control-director.controller.ts,74,getDeletedRecords,compatibility,"JwtAuthGuard, RolesGuard",false,,svc,svc.getDeletedRecords,true
GET,/api/europrint-control/accountant/budgets,modules/compatibility/europrint-control-director.controller.ts,79,getAccountantBudgets,compatibility,"JwtAuthGuard, RolesGuard",false,,svc,svc.getAccountantBudgets,true
GET,/api/europrint-control/accountant/financial-summary,modules/compatibility/europrint-control-director.controller.ts,84,getAccountantFinancialSummary,compatibility,"JwtAuthGuard, RolesGuard",false,,svc,svc.getAccountantFinancialSummary,true
GET,/api/europrint-control/accountant/kpi-values,modules/compatibility/europrint-control-director.controller.ts,90,getAccountantKpiValues,compatibility,"JwtAuthGuard, RolesGuard",false,,svc,svc.getAccountantKpiValues,true
GET,/api/europrint-control/accountant/pending-payments,modules/compatibility/europrint-control-director.controller.ts,97,getAccountantPendingPayments,compatibility,"JwtAuthGuard, RolesGuard",false,,svc,svc.getAccountantPendingPayments,true
GET,/api/europrint-control/dashboard/accountant,modules/compatibility/europrint-control-director.controller.ts,102,getAccountantDashboard,compatibility,"JwtAuthGuard, RolesGuard",false,,svc,svc.getAccountantDashboard,true
POST,/api/europrint-control/deleted-records/:id/restore,modules/compatibility/europrint-control-director.controller.ts,108,restoreDeletedRecord,compatibility,"JwtAuthGuard, RolesGuard",false,'admin','manager','director','super_admin',svc,svc.restoreDeletedRecord,true
GET,/api/europrint-control/menus/admin,modules/compatibility/europrint-control-director.controller.ts,122,getAdminMenus,compatibility,"JwtAuthGuard, RolesGuard",false,,svc,svc.getAdminMenus,true
GET,/api/europrint-control/business-rules,modules/compatibility/europrint-control.controller.ts,35,getBusinessRules,compatibility,"JwtAuthGuard",false,,svc,svc.getBusinessRules,true
GET,/api/europrint-control/units,modules/compatibility/europrint-control.controller.ts,40,getUnits,compatibility,"JwtAuthGuard",false,,svc,svc.getUnits,true
GET,/api/europrint-control/validation-rules,modules/compatibility/europrint-control.controller.ts,45,getValidationRules,compatibility,"JwtAuthGuard",false,,svc,svc.getValidationRules,true
GET,/api/europrint-control/kpis,modules/compatibility/europrint-control.controller.ts,50,getKpis,compatibility,"JwtAuthGuard",false,,svc,svc.getKpis,true
GET,/api/europrint-control/auditor-dashboard,modules/compatibility/europrint-control.controller.ts,55,getAuditorDashboard,compatibility,"JwtAuthGuard",false,,svc,svc.getAuditorDashboard,true
GET,/api/europrint-control/sap-patterns-summary,modules/compatibility/europrint-control.controller.ts,60,getSapPatternsSummary,compatibility,"JwtAuthGuard",false,,svc,svc.getSapPatternsSummary,true
GET,/api/europrint-control/all-rules-summary,modules/compatibility/europrint-control.controller.ts,65,getAllRulesSummary,compatibility,"JwtAuthGuard",false,,svc,svc.getAllRulesSummary,true
GET,/api/europrint-control/logs,modules/compatibility/europrint-control.controller.ts,70,getLogs,compatibility,"JwtAuthGuard",false,,svc,svc.getLogs,false
GET,/api/europrint-control/logs/:id,modules/compatibility/europrint-control.controller.ts,79,getLogById,compatibility,"JwtAuthGuard",false,,svc,svc.getLogById,false
GET,/api/europrint-control/module-health,modules/compatibility/europrint-control.controller.ts,84,getModuleHealth,compatibility,"JwtAuthGuard",false,,svc,svc.getModuleHealth,true
GET,/api/europrint-control/validation-summary,modules/compatibility/europrint-control.controller.ts,89,getValidationSummary,compatibility,"JwtAuthGuard",false,,svc,svc.getValidationSummary,true
GET,/api/europrint-control/validation-results,modules/compatibility/europrint-control.controller.ts,94,getValidationResults,compatibility,"JwtAuthGuard",false,,svc,svc.getValidationResults,true
GET,/api/europrint-control/audit-stats,modules/compatibility/europrint-control.controller.ts,99,getAuditStats,compatibility,"JwtAuthGuard",false,,svc,svc.getAuditStats,true
GET,/api/europrint-control/audit-logs,modules/compatibility/europrint-control.controller.ts,104,getAuditLogs,compatibility,"JwtAuthGuard",false,,stub/dead,svc.getAuditLogs,true
GET,/api/europrint-control/audit-logs/v2,modules/compatibility/europrint-control.controller.ts,118,getAuditLogsV2,compatibility,"JwtAuthGuard",false,,stub/dead,svc.getAuditLogs,true
GET,/api/europrint-control/action-types,modules/compatibility/europrint-control.controller.ts,132,getActionTypes,compatibility,"JwtAuthGuard",false,,svc,svc.getActionTypes,false
GET,/api/europrint-control/source-types,modules/compatibility/europrint-control.controller.ts,137,getSourceTypes,compatibility,"JwtAuthGuard",false,,svc,svc.getSourceTypes,false
GET,/api/europrint-control/menus,modules/compatibility/europrint-control.controller.ts,142,getMenus,compatibility,"JwtAuthGuard",false,,svc,svc.getMenus,true
GET,/api/europrint-control/menus/:role,modules/compatibility/europrint-control.controller.ts,147,getMenusByRole,compatibility,"JwtAuthGuard",false,,svc,svc.getMenus,true
GET,/api/europrint-control/audit-action-types,modules/compatibility/europrint-control.controller.ts,152,getAuditActionTypes,compatibility,"JwtAuthGuard",false,,svc,svc.getActionTypes,true
GET,/api/europrint-control/audit-source-types,modules/compatibility/europrint-control.controller.ts,157,getAuditSourceTypes,compatibility,"JwtAuthGuard",false,,svc,svc.getSourceTypes,true
GET,/api/goals,modules/compatibility/goals-compat.controller.ts,58,getGoals,compatibility,"RolesGuard",false,,svc,svc.getGoals,true
GET,/api/goals/v2,modules/compatibility/goals-compat.controller.ts,73,getGoalsV2,compatibility,"RolesGuard",false,,stub/dead,svc.getGoals,true
POST,/api/goals,modules/compatibility/goals-compat.controller.ts,90,createGoal,compatibility,"RolesGuard",false,,svc,svc.createGoal,true
GET,/api/goals/:id,modules/compatibility/goals-compat.controller.ts,98,getGoal,compatibility,"RolesGuard",false,,svc,svc.getGoal,true
PUT,/api/goals/:id,modules/compatibility/goals-compat.controller.ts,103,updateGoal,compatibility,"RolesGuard",false,,svc,svc.updateGoal,true
PATCH,/api/goals/:id,modules/compatibility/goals-compat.controller.ts,111,patchGoal,compatibility,"RolesGuard",false,,svc,svc.updateGoal,true
DELETE,/api/goals/:id,modules/compatibility/goals-compat.controller.ts,117,deleteGoal,compatibility,"RolesGuard",false,,svc,svc.deleteGoal,true
GET,/api/hr-map/employees,modules/compatibility/hr-map-compat.controller.ts,35,getMapEmployees,compatibility,"RolesGuard",false,,stub/dead,svc.getMapEmployees,true
GET,/api/hr-map/employees/v2,modules/compatibility/hr-map-compat.controller.ts,51,getMapEmployeesV2,compatibility,"RolesGuard",false,,stub/dead,svc.getMapEmployees,true
GET,/api/hr-map/departments,modules/compatibility/hr-map-compat.controller.ts,64,getDepartments,compatibility,"RolesGuard",false,,svc,svc.getDepartments,false
GET,/api/hr-map/heatmap,modules/compatibility/hr-map-compat.controller.ts,69,getHeatmap,compatibility,"RolesGuard",false,,svc,svc.getHeatmap,false
GET,/api/hr-map/attendance-today,modules/compatibility/hr-map-compat.controller.ts,74,getAttendanceToday,compatibility,"RolesGuard",false,,svc,svc.getAttendanceToday,false
POST,/api/hr-map/filter,modules/compatibility/hr-map-compat.controller.ts,79,filterMap,compatibility,"RolesGuard",false,,svc,svc.filterMap,false
GET,/api/hr-map/transport-groups,modules/compatibility/hr-map-compat.controller.ts,84,getTransportGroups,compatibility,"RolesGuard",false,,svc,svc.getTransportGroups,true
GET,/api/hr-map/stats,modules/compatibility/hr-map-compat.controller.ts,91,getMapStats,compatibility,"RolesGuard",false,,svc,svc.getMapStats,true
GET,/api/hr-map/zones,modules/compatibility/hr-map-compat.controller.ts,99,getZones,compatibility,"RolesGuard",false,,svc,svc.getZones,false
GET,/api/mentorships,modules/compatibility/mentorships-compat.controller.ts,35,getMentorships,compatibility,"RolesGuard",false,,stub/dead,svc.getMentorships,true
GET,/api/mentorships/v2,modules/compatibility/mentorships-compat.controller.ts,47,getMentorshipsV2,compatibility,"RolesGuard",false,,stub/dead,svc.getMentorships,true
POST,/api/mentorships,modules/compatibility/mentorships-compat.controller.ts,60,createMentorship,compatibility,"RolesGuard",false,,svc,svc.createMentorship,true
GET,/api/mentorships/:id,modules/compatibility/mentorships-compat.controller.ts,66,getMentorship,compatibility,"RolesGuard",false,,svc,svc.getMentorship,true
PUT,/api/mentorships/:id,modules/compatibility/mentorships-compat.controller.ts,71,updateMentorship,compatibility,"RolesGuard",false,,svc,svc.updateMentorship,true
PATCH,/api/mentorships/:id,modules/compatibility/mentorships-compat.controller.ts,76,patchMentorship,compatibility,"RolesGuard",false,,svc,svc.updateMentorship,true
DELETE,/api/mentorships/:id,modules/compatibility/mentorships-compat.controller.ts,81,deleteMentorship,compatibility,"RolesGuard",false,,svc,svc.deleteMentorship,true
GET,/api/pos/wh/stock,modules/compatibility/pos-warehouse-integration.controller.ts,49,getStock,compatibility,"",false,,svc,svc.getRealTimeStock,true
